id,ride_id,timestamp,rpm,speed_kph,torque_nm,voltage_out,battery_voltage_v,motor_current_a,motor_power_w,power_band,temp_c,humidity_pct,fluid_loss_l,sweat_rate_l_hr,skin_temp_c,ml_sweat_probability,sweat_reduction_active
643,RIDE_20260526_154715,2026-05-26 15:48:17.407458+00,62.3,21.1,43.6,2.2,38.5,0.22,8.47,LOW,38.39,22.63,0,0,39,0.0107,false
644,RIDE_20260526_154715,2026-05-26 15:48:18.60407+00,62.3,21.3,42.6,2.18,38.49,0.23,8.85,LOW,39.01,22.44,0,0,39,0.0107,false
645,RIDE_20260526_154715,2026-05-26 15:48:19.780288+00,61.9,21.2,49.2,2.3,38.48,0.25,9.62,LOW,39.01,22.44,0,0,39,0.0107,false
646,RIDE_20260526_154715,2026-05-26 15:48:20.940708+00,67.7,21.3,49.2,2.3,38.51,0.2,7.7,LOW,39.01,22.44,0,0,39,0.0107,false
647,RIDE_20260526_154715,2026-05-26 15:48:22.105636+00,67.4,21.7,45.1,2.23,38.5,0.23,8.86,LOW,39.01,22.44,0,0,39,0.0107,false
648,RIDE_20260526_154715,2026-05-26 15:48:23.288228+00,61.9,21.4,42,2.17,38.49,0.22,8.47,LOW,39.01,22.44,0,0,39,0.0107,false
649,RIDE_20260526_154715,2026-05-26 15:48:24.447552+00,60.5,21.8,39.2,2.12,38.5,0.2,7.7,LOW,39.01,22.44,0,0,39,0.0107,false
650,RIDE_20260526_154715,2026-05-26 15:48:25.619992+00,67,21.9,52.5,2.36,38.51,0.18,6.93,LOW,39.01,22.44,0,0,39,0.0107,false
651,RIDE_20260526_154715,2026-05-26 15:48:26.774277+00,70.1,22.1,46.8,2.26,38.49,0.26,10.01,LOW,39.01,22.44,0,0,39,0.0107,false
652,RIDE_20260526_154715,2026-05-26 15:48:27.988945+00,61.4,22,45.9,2.24,38.49,0.24,9.24,LOW,39.17,22.4,0,0,39,0.0107,false
653,RIDE_20260526_154715,2026-05-26 15:48:29.173439+00,63.6,22.3,46.2,2.25,38.5,0.22,8.47,LOW,39.17,22.4,0,0,39,0.0107,false
654,RIDE_20260526_154715,2026-05-26 15:48:30.352403+00,64,22.1,41.5,2.16,38.5,0.2,7.7,LOW,39.17,22.4,0,0,39,0.0107,false
655,RIDE_20260526_154715,2026-05-26 15:48:31.545222+00,57.6,21.9,40.1,2.14,38.51,0.2,7.7,LOW,39.17,22.4,0,0,39,0.0107,false
656,RIDE_20260526_154715,2026-05-26 15:48:32.716356+00,15.5,21.8,58,1,38.48,0.29,11.16,LOW,39.17,22.4,0,0,39,0.0107,false
657,RIDE_20260526_154715,2026-05-26 15:48:33.903376+00,16.1,20.3,46.9,1,38.53,0.08,3.08,LOW,39.17,22.4,0,0,39,0.0107,false
658,RIDE_20260526_154715,2026-05-26 15:48:35.079966+00,0,19,38.8,1,38.55,-0.05,-1.93,LOW,39.17,22.4,0,0,39,0.0107,false
659,RIDE_20260526_154715,2026-05-26 15:48:36.219007+00,0,18.2,32.7,1,38.55,-0.05,-1.93,LOW,39.17,22.4,0,0,39,0.0107,false
660,RIDE_20260526_154715,2026-05-26 15:48:37.387749+00,0,17,28.1,1,38.55,-0.05,-1.93,LOW,39.17,22.4,0,0,39,0.0107,false
661,RIDE_20260526_154715,2026-05-26 15:48:38.602553+00,58.6,16,29.5,1.95,38.55,-0.05,-1.93,LOW,38.75,21.99,0,0,39,0.0107,false
662,RIDE_20260526_154715,2026-05-26 15:48:39.772167+00,43,15.5,24.6,1,38.52,0.16,6.16,LOW,38.75,21.99,0,0,39,0.0107,false
663,RIDE_20260526_154715,2026-05-26 15:48:40.937145+00,16.7,14.8,21.5,1,38.54,0.06,2.31,LOW,38.75,21.99,0,0,39,0.0107,false
664,RIDE_20260526_154715,2026-05-26 15:48:42.086661+00,0,13.2,19.2,1,38.55,-0.04,-1.54,LOW,38.75,21.99,0,0,39,0.0107,false
665,RIDE_20260526_154715,2026-05-26 15:48:43.246464+00,0,11.3,17.4,1,38.55,-0.04,-1.54,LOW,38.75,21.99,0,0,39,0.0303,false
666,RIDE_20260526_154715,2026-05-26 15:48:44.408673+00,38.8,8.5,56.2,2.43,38.55,-0.04,-1.54,LOW,38.75,21.99,0,0,39,0.0303,false
667,RIDE_20260526_154715,2026-05-26 15:48:45.58557+00,33.3,11.8,46.8,1,36.23,8.67,314.11,LOW,38.75,21.99,0,0,39,0.0397,false
668,RIDE_20260526_154715,2026-05-26 15:48:46.762748+00,42.9,9.9,38.3,2.11,37.93,2.11,80.03,LOW,38.75,21.99,0,0,39,0.0397,false
669,RIDE_20260526_154715,2026-05-26 15:48:47.924705+00,57.6,13.7,60,2.5,38.23,1.09,41.67,LOW,38.75,21.99,0,0,39,0.0303,false
670,RIDE_20260526_154715,2026-05-26 15:48:49.1388+00,73.1,16.3,87.1,2.5,37.17,4.98,185.11,LOW,38.66,22.22,0,0,39,0.0107,false
671,RIDE_20260526_154715,2026-05-26 15:48:50.320749+00,75.6,19.1,72.5,2.5,38.06,1.56,59.37,LOW,38.66,22.22,0,0,39,0.0107,false
672,RIDE_20260526_154715,2026-05-26 15:48:51.508157+00,80.4,21.8,69.2,2.5,38.4,0.34,13.06,LOW,38.66,22.22,0,0,39,0.0107,false
673,RIDE_20260526_154715,2026-05-26 15:48:52.679429+00,78.3,22.2,56,2.43,38.42,0.28,10.76,LOW,38.66,22.22,0,0,39,0.0107,false
674,RIDE_20260526_154715,2026-05-26 15:48:53.84806+00,61.6,23.2,50.4,2.33,38.42,0.26,9.99,LOW,38.66,22.22,0,0,39,0.0107,false
675,RIDE_20260526_154715,2026-05-26 15:48:54.988512+00,68.2,23.3,47.6,2.28,38.44,0.23,8.84,LOW,38.66,22.22,0,0,39,0.0107,false
